Nationality,Residence,Q4,Q5,Q6,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Q19_15,Q19_16,Q19_17,Q19_18,Q19_19,Q19_20,Q19_21,Q19_22,Q19_23,Q19_24,Q19_25,Q19_26,Q19_27,Q19_28,Q19_29,Q19_30,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Lextale,Wellbeing,Selfcontrol,Emotionality,Sociability,TEIQue,TVReactionsEN,TVReactionsTR,SocialMediaEN,SocialMediaTR
TR,NL,2,37,6,1,2,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,3,3,7,7,4,5,6,4,6,5,6,5,6,5,4,5,6,5,3,6,5,5,3,4,4,5,2,6,6,3,4,6,5,1,2,6,4,5,5,5,5,3,2,5,6,4,82.5,5.16667,3.66667,4.875,4.5,4.66667,16,19,8,9
TR,NL,2,29,6,4,6,2,1,9,3,6,6,6,6,6,6,6,6,6,7,7,7,3,7,6,5,7,5,5,6,3,4,5,7,4,5,6,7,7,5,4,5,4,4,6,2,3,3,3,5,6,7,4,7,3,7,7,7,7,6,7,6,2,7,7,7,7,82.5,5.83333,4,5,4.16667,4.9,26,23,14,14
TR,NL,2,32,5,3,11,1,1,2,2,6,6,6,6,6,6,6,6,6,4,7,5,4,2,5,4,7,6,6,7,6,6,7,6,3,6,7,7,7,2,7,7,5,5,6,5,2,2,6,7,6,7,7,7,6,3,4,4,4,3,6,5,3,3,5,3,6,82.5,6.5,4.5,6,5.5,5.73333,15,17,6,11
TR,NL,1,38,5,1,2,1,1,9,6,3,6,6,6,6,6,6,6,6,6,7,6,2,6,4,5,6,5,4,6,6,6,4,5,5,5,6,6,7,4,5,3,6,5,5,5,5,2,4,6,6,4,6,6,4,3,3,5,5,6,5,4,2,2,2,4,3,82.5,5,4.66667,4.625,5.5,5.06667,18,15,6,5
TR,NL,2,33,6,1,11,2,1,9,3,6,6,6,6,6,6,6,6,6,6,7,6,6,6,4,6,4,5,4,4,4,3,3,6,3,5,4,6,4,3,6,5,4,4,5,4,3,5,5,4,6,5,6,5,4,3,5,5,2,6,3,5,3,5,4,6,4,82.5,4.83333,3.5,5.125,4.33333,4.5,19,13,11,8
TR,NL,2,33,6,4,6,2,1,9,6,6,6,6,6,6,6,6,6,6,7,4,7,1,7,4,7,7,5,4,7,6,7,7,7,6,4,5,7,6,5,6,6,6,5,6,2,6,6,5,6,6,5,7,5,3,5,2,6,2,7,7,5,2,5,3,7,5,83.75,5.83333,5,6.625,5,5.66667,23,13,12,8
TR,NL,2,45,6,2,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,5,2,1,3,3,5,5,5,5,6,5,5,6,7,4,4,4,6,5,6,5,5,6,5,5,5,4,4,5,3,7,5,5,5,3,2,2,4,5,2,3,5,4,4,4,2,2,83.75,5.33333,4.66667,5.125,4.66667,5,13,14,6,6
TR,NL,2,27,5,4,6,2,9,9,6,6,6,6,6,6,6,2,6,6,5,7,3,7,5,6,4,7,6,2,6,6,2,2,5,2,6,2,6,6,3,4,6,6,2,6,6,2,4,6,1,6,3,6,6,6,3,6,6,6,6,5,5,2,5,5,5,5,83.75,4.66667,2.83333,4.875,4.5,4.5,20,19,10,10
TR,NL,2,35,6,3,3,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,3,3,5,5,5,6,3,5,4,4,5,5,5,3,4,6,5,5,5,6,3,4,5,5,4,5,5,4,5,5,5,4,6,4,7,5,6,5,6,5,4,5,5,5,5,85,4.83333,4.33333,5.25,4.33333,4.7,19,23,10,10
TR,NL,2,45,6,2,3,1,1,9,3,6,6,6,6,6,6,6,6,6,7,3,7,1,7,2,2,4,5,3,6,4,4,6,4,6,5,3,6,3,2,4,5,4,5,5,3,4,4,4,6,5,2,6,4,2,1,1,6,6,2,2,5,2,6,5,2,2,85,4,3.33333,4.625,4.83333,4.2,14,11,8,7
TR,NL,2,46,6,1,2,2,1,9,3,6,6,6,6,6,6,6,2,6,7,7,7,1,7,7,7,5,7,6,7,5,4,6,7,6,4,7,7,7,6,7,6,7,7,7,5,4,5,7,6,4,7,6,7,5,4,1,5,1,6,2,5,1,4,4,4,4,85,7,5.33333,6.125,5,6.03333,20,5,8,8
TR,NL,1,32,6,1,3,1,1,9,3,6,6,3,6,6,6,6,3,6,7,5,7,1,7,4,7,6,6,6,6,1,6,6,7,6,6,5,6,6,6,5,7,6,6,6,5,2,5,7,5,6,6,6,7,5,5,5,6,6,7,7,5,3,5,5,6,6,85,6.16667,5.16667,6,4.83333,5.66667,23,21,11,11
TR,NL,1,30,6,1,1,1,1,9,6,6,6,6,6,6,6,3,6,6,7,7,7,1,7,2,6,6,7,7,7,7,7,7,7,7,6,3,6,7,7,7,6,7,5,6,7,7,1,6,7,7,7,7,7,6,1,1,4,4,6,5,6,2,1,1,4,4,85,6,6.5,5.75,6.83333,6.33333,17,12,5,5
TR,NL,2,43,6,1,2,2,1,9,3,3,6,6,2,6,3,6,2,6,7,7,7,7,7,7,5,6,7,7,5,1,2,7,7,3,5,5,3,5,6,6,5,4,3,5,5,4,5,5,4,6,6,5,5,4,3,5,7,6,7,5,5,3,4,3,6,6,85,5.5,4.33333,5.25,4,4.86667,22,19,10,9
TR,NL,2,24,6,2,7,2,1,9,3,3,6,6,6,6,6,6,6,6,7,6,6,5,6,7,5,6,4,4,4,5,3,5,5,5,4,4,5,5,4,4,5,4,5,4,4,4,4,5,5,6,3,5,4,3,3,4,5,5,5,5,5,2,4,4,5,5,86.25,4.16667,3.83333,4.875,4.83333,4.43333,18,16,9,9
TR,NL,2,37,6,1,2,1,1,9,6,6,6,6,6,6,6,2,6,6,7,7,7,7,7,7,6,6,6,2,7,4,5,6,7,3,5,7,6,6,6,7,6,4,5,6,4,4,6,7,5,5,7,7,7,7,5,6,5,6,3,4,5,2,4,5,5,5,86.25,6.83333,4.83333,6.25,4.33333,5.63333,18,18,9,10
TR,NL,2,30,6,2,3,1,1,9,6,6,6,6,6,6,6,6,6,6,5,7,5,7,5,7,5,6,5,5,6,6,3,6,5,7,6,6,6,7,7,7,7,7,6,5,6,6,6,5,6,7,6,6,6,6,5,7,7,6,7,7,6,4,6,7,6,7,86.25,5.5,5.5,6.125,6.33333,5.93333,25,24,12,14
TR,NL,2,31,5,4,6,2,1,1,3,6,6,6,6,6,6,6,3,6,7,7,7,2,7,2,7,7,7,6,7,7,6,7,7,5,7,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,6,7,7,5,7,7,7,2,7,7,4,2,7,5,7,7,86.25,6.83333,6,7,6.5,6.66667,25,18,14,12
TR,NL,2,37,6,1,2,2,1,9,6,3,6,6,6,6,6,6,6,6,5,7,5,2,3,3,7,6,4,6,5,6,6,7,6,5,4,5,7,6,4,6,6,5,6,5,5,6,3,6,6,5,5,6,5,4,3,3,5,4,6,4,4,4,4,4,5,4,86.25,5.33333,5.33333,6,5.16667,5.43333,18,15,9,8
TR,NL,2,29,6,1,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,6,3,6,5,6,6,4,5,7,4,6,7,7,6,3,4,7,6,6,6,5,4,5,5,4,4,2,5,6,5,5,7,7,2,6,6,4,4,5,5,7,3,4,4,5,5,87.5,5.5,4.66667,5.75,4.66667,5.2,22,18,9,9
TR,NL,2,33,6,1,3,2,1,9,6,6,6,6,6,6,6,6,6,6,6,7,7,2,7,4,7,6,3,2,5,4,3,7,5,5,4,3,7,7,5,4,7,3,4,6,3,3,7,6,4,5,3,2,4,2,2,2,7,3,7,3,5,1,2,3,6,3,87.5,4.66667,3.16667,5.875,4.16667,4.53333,21,9,8,6
TR,NL,2,27,6,4,6,1,1,9,6,2,6,6,6,6,6,6,6,6,7,3,7,1,7,2,4,5,3,2,5,4,3,6,6,3,6,2,6,6,2,3,6,2,3,3,4,2,5,5,3,6,3,6,7,6,5,7,6,6,7,6,5,2,6,6,7,4,87.5,4,3,5.125,4.33333,4.23333,23,21,13,10
TR,NL,3,35,6,4,7,1,1,9,6,6,6,6,6,6,6,6,6,3,5,7,5,7,4,7,7,4,6,6,7,4,3,7,7,7,2,7,7,7,7,6,4,7,5,7,7,5,3,7,6,3,7,5,7,5,2,5,3,5,3,6,5,5,1,6,6,6,87.5,7,5.16667,5.375,4.83333,5.73333,13,21,7,12
TR,NL,2,33,5,3,11,1,1,1,6,6,6,6,6,6,6,6,3,6,7,7,7,7,7,7,7,7,6,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,4,7,7,7,5,88.75,7,5.83333,6.875,7,6.7,28,25,14,12
TR,NL,1,46,6,1,1,2,1,9,6,3,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,3,6,6,6,6,5,5,5,5,5,5,5,4,5,5,5,5,88.75,6,5.33333,6,4.66667,5.6,20,19,10,10
TR,NL,2,28,6,1,1,1,6,9,6,1,6,6,6,6,6,6,6,6,7,1,7,1,7,1,5,6,5,4,5,5,2,5,6,5,4,6,7,6,5,5,6,5,4,5,5,3,4,5,5,4,6,6,6,5,5,1,5,1,5,1,5,1,5,1,5,1,88.75,5.5,3.83333,5.5,4.66667,5,20,4,10,2
TR,NL,1,36,6,1,2,1,1,9,6,6,6,6,6,6,6,3,6,6,7,6,7,6,7,6,7,3,3,3,6,6,3,4,5,6,5,3,3,3,5,6,4,5,4,5,7,6,6,6,6,5,3,4,7,7,6,6,6,6,7,7,3,3,7,7,7,7,88.75,4.66667,4.66667,4.625,5.83333,4.86667,22,22,14,14
TR,NL,2,28,6,1,3,1,1,9,3,2,6,6,6,6,6,6,6,6,7,3,6,1,7,3,4,3,5,3,5,3,4,6,5,6,4,3,7,2,2,7,3,5,1,5,2,3,6,5,6,5,3,7,5,1,4,5,5,4,3,6,4,3,5,2,6,6,88.75,4.33333,2.33333,5.375,4.33333,4.2,16,18,11,8
TR,NL,2,33,6,1,3,1,1,9,6,6,6,6,6,6,6,6,6,6,4,7,4,4,5,4,5,5,3,5,4,4,3,5,5,4,4,4,5,3,3,4,6,4,5,5,2,3,6,4,4,5,3,5,3,4,4,6,5,6,3,3,5,4,5,5,5,5,88.75,4.16667,3.83333,5.125,3.83333,4.16667,17,19,10,10
TR,NL,2,39,6,1,2,1,1,9,6,6,6,6,6,6,6,6,3,6,7,7,6,2,7,4,6,5,6,6,7,6,7,7,6,7,6,6,6,6,7,7,6,6,6,6,6,5,5,6,6,6,5,7,4,3,3,6,5,5,5,6,6,2,4,4,5,5,90,6,5.66667,6.125,6.16667,5.93333,19,19,9,9
TR,NL,2,37,6,1,1,1,1,9,3,9,6,6,6,6,6,6,6,6,7,7,7,3,7,4,7,6,6,4,6,6,4,6,6,6,6,6,7,6,5,6,5,6,5,6,4,6,5,6,6,6,6,6,6,5,4,4,5,5,7,7,5,3,5,5,7,7,90,6,4.83333,6,5.66667,5.7,21,19,12,12
TR,NL,2,34,6,1,3,2,1,9,6,6,6,6,9,6,6,6,3,6,7,7,7,1,7,4,7,7,7,2,6,3,6,6,6,6,6,2,6,6,4,7,7,3,3,4,6,2,7,5,3,2,4,7,6,4,6,6,6,6,7,5,4,1,6,6,7,5,90,4.5,3.5,6.75,4.33333,5,23,18,13,11
TR,NL,2,28,6,1,11,1,1,9,6,2,6,6,6,6,6,6,6,6,7,7,6,4,7,7,5,6,5,6,7,6,3,4,5,4,5,5,2,5,5,5,6,5,6,6,6,6,5,5,5,5,5,6,5,3,5,5,6,5,5,5,5,3,4,4,5,5,91.25,5.5,4.83333,4.875,5.16667,5.06667,21,18,9,9
TR,NL,2,39,6,3,1,1,1,9,6,6,6,6,3,6,6,6,6,6,7,7,7,3,7,7,7,6,5,4,7,6,5,7,7,7,6,7,7,7,6,7,6,6,7,7,6,6,7,7,6,7,7,7,7,4,5,5,7,7,7,5,7,5,6,6,6,6,91.25,7,5.33333,6.75,6.33333,6.36667,26,22,12,12
TR,NL,1,30,6,1,11,2,1,9,6,3,6,6,6,6,6,3,6,6,7,7,6,3,7,7,6,4,5,5,7,6,6,5,7,6,6,6,5,5,6,3,4,4,4,6,4,6,4,7,6,6,6,3,6,5,2,4,5,5,4,4,5,3,2,2,5,6,91.25,6.5,5.33333,4.25,5.66667,5.3,16,16,7,8
TR,NL,2,36,6,2,3,1,1,9,3,6,6,6,6,6,6,6,6,6,7,5,7,2,7,7,4,5,4,2,7,4,1,6,6,6,5,3,3,3,5,7,5,4,4,4,2,6,5,5,3,7,5,7,5,5,5,7,5,5,6,6,7,4,4,5,3,3,91.25,5,3.83333,5.25,4.5,4.6,23,22,7,8
TR,NL,2,45,5,1,1,2,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,3,7,3,6,5,6,5,7,5,3,7,1,7,6,3,7,6,3,6,7,5,3,6,3,1,5,4,5,5,6,7,6,3,5,6,6,6,6,7,7,3,5,5,5,5,92.5,4.5,3,6.25,5.16667,4.96667,24,22,10,10
TR,NL,2,38,5,4,7,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,4,7,6,1,6,7,3,3,3,7,7,6,7,7,6,3,7,4,1,7,7,1,3,7,2,7,1,1,1,5,5,7,5,7,2,3,3,6,6,92.5,6.33333,2.66667,6.25,3.33333,5.03333,20,13,9,9
TR,NL,2,43,6,1,1,1,1,9,2,3,6,6,3,6,6,6,3,6,7,7,2,2,7,7,4,6,6,6,5,6,3,6,6,2,5,3,4,6,5,3,6,6,6,5,5,3,4,5,4,6,5,4,5,3,4,4,5,5,6,5,5,4,4,4,6,5,92.5,4.83333,4.33333,4.625,4.66667,4.76667,20,18,10,9
TR,NL,2,27,6,1,4,1,1,9,6,2,6,6,6,6,6,6,6,6,7,6,7,2,7,5,2,6,4,4,6,4,3,5,6,3,5,2,7,3,4,3,5,4,3,2,1,1,2,3,4,6,5,3,6,5,7,7,7,7,6,5,5,4,4,4,6,7,93.75,4,3.33333,4.125,3.83333,3.9,25,23,10,11
TR,NL,2,40,5,4,10,2,1,9,6,3,6,6,6,6,6,6,6,6,7,5,5,2,7,4,7,5,6,4,7,5,3,6,7,7,4,7,6,6,4,5,5,3,3,5,6,5,4,5,4,6,5,6,6,2,3,3,4,5,7,5,6,2,4,4,5,4,93.75,6,3.5,5.5,5.33333,5.13333,20,15,9,8
TR,NL,2,41,6,1,2,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,7,3,7,7,5,4,5,3,7,4,4,6,5,6,5,5,6,5,5,6,4,5,4,5,4,5,4,5,5,5,5,6,4,5,4,4,4,4,6,5,6,3,4,5,6,5,93.75,5.33333,4.33333,5.125,4.83333,4.9,20,16,10,10
TR,NL,2,32,5,2,6,1,1,9,3,3,6,6,6,6,6,6,3,6,4,5,5,6,6,6,6,2,7,7,7,7,3,4,5,3,2,3,5,6,3,3,5,4,4,4,4,4,4,4,4,4,5,6,3,3,5,3,5,3,4,4,6,6,5,6,6,6,93.75,4.66667,4,4.375,4,4.36667,20,16,11,12
TR,NL,1,30,6,3,1,2,6,9,3,3,6,6,1,6,3,3,2,6,7,1,7,1,7,1,5,3,7,5,4,7,5,4,6,6,7,6,7,6,6,3,4,4,6,5,5,5,3,6,7,6,5,5,5,6,2,1,4,1,5,1,4,4,2,1,6,1,93.75,5.33333,5.5,4.25,6.33333,5.3,15,7,8,2
TR,NL,2,57,5,2,4,2,1,9,6,3,6,6,6,6,6,6,2,6,7,7,7,7,7,7,6,6,6,6,6,4,3,5,6,5,5,5,4,6,4,6,6,6,5,5,4,6,5,7,5,4,7,6,7,4,2,2,7,7,7,7,2,2,7,7,7,7,93.75,6,4.66667,5.5,4.5,5.33333,18,18,14,14
TR,NL,2,33,6,1,1,2,6,9,3,3,6,6,6,6,6,6,6,6,5,1,6,1,5,1,6,3,6,4,5,6,5,6,6,5,5,5,5,5,4,6,5,5,3,5,5,5,3,5,6,5,5,6,5,4,3,1,5,1,5,1,5,1,3,1,5,1,93.75,5.16667,4.16667,5,5.33333,4.96667,18,4,8,2
TR,NL,2,38,5,4,12,2,1,9,9,6,6,6,3,6,6,6,6,6,7,3,7,2,2,2,5,7,4,2,2,2,5,1,5,2,1,2,7,3,1,1,6,1,1,1,1,4,1,5,3,6,2,3,6,1,7,6,7,6,6,4,4,4,1,1,5,4,93.75,2.83333,2.33333,3.875,2.5,3.03333,24,20,6,5
TR,NL,2,30,5,1,2,2,1,9,6,3,6,6,6,6,6,6,6,6,7,4,7,2,7,2,7,7,6,6,7,6,7,7,7,7,6,7,7,7,6,6,6,7,7,6,6,7,3,6,6,7,5,7,5,4,4,4,4,4,5,5,5,5,4,4,5,5,95,6.33333,6.16667,6.25,6.33333,6.26667,18,18,9,9
TR,NL,2,42,6,1,11,2,1,9,6,3,6,6,6,6,6,6,6,6,7,7,3,3,6,7,6,5,4,3,6,5,4,6,7,6,5,5,7,3,2,7,5,2,4,5,6,6,3,6,6,6,6,7,4,3,2,5,5,5,3,7,6,3,4,5,4,7,95,5.83333,3.66667,5.75,5.66667,5,16,20,8,12
TR,NL,2,25,6,1,2,2,1,9,6,6,6,6,6,6,6,6,3,6,7,4,7,2,7,4,7,6,5,2,5,6,6,4,6,4,4,5,7,6,4,5,6,3,1,6,2,3,6,6,5,5,7,3,5,2,5,5,5,5,6,5,6,4,5,4,5,4,95,5.83333,3,5.5,4.33333,4.73333,22,19,10,8
TR,NL,2,38,5,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,5,6,7,4,5,6,6,7,7,6,6,4,3,6,7,6,6,7,4,6,6,6,3,4,6,5,4,5,7,7,4,6,6,6,6,6,6,6,2,6,6,6,6,96.25,5.33333,5.16667,6.25,5.16667,5.53333,24,20,12,12
TR,NL,2,34,6,3,6,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,4,1,6,7,7,3,4,2,6,7,6,6,6,7,4,4,4,5,3,5,5,5,7,5,6,5,2,5,6,7,6,6,6,4,2,6,4,6,6,6,3,1,4,5,7,7,96.25,5.33333,4.5,4.75,6.16667,5.13333,15,19,11,12
TR,NL,2,27,6,1,11,1,1,9,3,6,6,6,2,6,6,6,6,6,6,6,6,2,6,3,7,5,7,4,6,5,6,5,6,7,5,6,7,4,7,7,5,5,5,7,5,7,3,6,7,6,7,7,7,5,3,5,6,6,7,5,6,2,4,3,5,6,97.5,6.33333,5.66667,5.75,5.83333,5.86667,22,18,9,9
TR,NL,2,45,6,1,2,1,1,9,3,6,6,6,3,6,6,3,6,6,7,7,6,3,7,6,6,5,4,4,5,4,4,6,5,5,3,4,5,4,2,4,5,4,5,4,5,5,5,5,4,6,3,3,3,5,5,5,5,5,5,5,6,3,4,5,4,6,97.5,4.33333,4.16667,4.875,4.5,4.4,21,18,8,11
TR,NL,2,30,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,3,7,7,5,6,7,7,4,6,7,7,7,7,7,6,6,5,7,5,7,7,7,2,7,7,6,6,7,1,7,7,4,4,7,7,7,7,4,4,1,1,7,7,98.75,7,5.33333,5.875,6.66667,6.13333,22,22,8,8
TR,USA,2,37,5,1,3,1,9,2,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,3,6,6,7,7,6,7,4,7,7,4,4,1,4,5,5,6,4,7,4,2,5,5,2,4,6,5,5,4,5,7,5,7,5,7,5,5,5,7,5,7,53.75,5.5,4.33333,5,5.16667,4.93333,20,26,10,14
TR,USA,1,33,6,2,3,2,1,9,6,6,6,6,3,6,6,6,6,6,7,6,1,1,7,7,1,2,6,2,1,2,2,3,6,1,7,2,2,3,2,4,6,2,6,6,4,2,6,6,2,2,6,3,7,7,2,7,3,7,5,7,5,1,5,7,5,7,55,4.5,3.5,3.375,3,3.7,15,22,10,14
TR,USA,2,37,5,4,9,1,1,2,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,7,7,6,7,7,7,7,5,6,7,6,4,1,5,5,7,3,7,6,7,7,7,3,5,7,2,1,7,5,7,7,5,7,7,7,5,7,7,1,6,7,5,7,56.25,6,6,5.5,4.5,5.6,24,22,11,14
TR,USA,2,34,6,1,3,1,1,9,3,6,6,6,6,6,6,6,3,6,7,4,7,3,7,5,7,7,7,6,5,5,6,7,6,6,4,4,6,2,6,6,6,2,6,6,6,5,6,6,5,5,6,6,7,6,6,6,6,6,6,6,4,4,5,5,5,5,57.5,5.5,5.83333,6.375,5.16667,5.6,22,22,10,10
TR,USA,2,48,2,2,12,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,7,6,6,5,5,5,6,3,4,5,6,5,3,5,5,4,5,6,4,5,4,4,4,3,5,5,5,4,4,5,4,4,3,5,6,5,6,4,1,4,5,4,5,58.75,4.33333,4.16667,4.875,5.16667,4.66667,18,16,8,10
TR,USA,2,36,6,1,1,1,1,9,3,6,6,6,6,6,6,6,6,6,7,6,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,6,7,2,4,4,5,5,5,5,5,3,5,5,5,5,60,6.33333,6.16667,6.125,7,6.46667,19,17,10,10
TR,USA,2,47,5,1,4,1,1,2,6,6,6,6,6,6,6,6,6,6,5,6,4,4,4,3,3,5,5,4,6,6,4,6,7,4,6,4,4,5,3,5,4,5,4,6,7,4,3,4,5,5,4,4,3,3,4,7,3,6,6,6,4,3,4,4,6,6,61.25,5.16667,3.66667,4.25,5.5,4.6,17,22,10,10
TR,USA,2,31,6,2,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,5,7,4,4,4,5,3,6,5,4,5,3,7,6,2,7,7,2,4,6,4,3,3,4,4,6,4,7,2,2,4,6,7,7,5,5,4,2,4,6,5,4,62.5,4.33333,3,6.125,4.66667,4.5,20,20,9,10
TR,USA,2,32,5,2,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,5,4,7,6,4,6,4,5,3,4,4,6,7,6,5,2,6,5,3,6,7,5,6,7,3,4,5,6,4,5,6,3,6,4,5,6,6,6,5,7,6,5,6,6,7,5,62.5,5.16667,4.33333,5.375,4.5,4.9,22,24,13,11
TR,USA,2,47,6,1,1,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,5,6,7,7,7,7,5,5,5,3,6,6,6,6,65,6.16667,6.66667,6.875,7,6.66667,24,22,12,12
TR,USA,1,29,6,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,7,4,7,3,7,3,7,7,7,6,7,7,5,7,7,7,3,6,7,7,7,7,5,7,1,7,7,7,3,5,6,5,7,7,7,5,3,5,5,1,5,3,7,1,4,3,7,4,65,6.5,5.16667,6.25,5.83333,6.1,20,10,11,7
TR,USA,2,54,6,4,8,1,1,9,6,6,6,6,6,6,6,6,3,6,6,7,6,6,7,7,5,7,7,7,7,7,7,7,7,7,4,6,7,7,7,7,7,1,3,7,6,6,6,7,2,1,7,7,7,2,2,3,7,7,4,5,6,6,5,5,6,6,65,6.83333,5.33333,6.625,4.5,5.83333,19,21,11,11
TR,USA,2,32,6,4,6,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,5,6,4,5,7,7,7,7,1,6,6,6,6,7,6,5,5,5,3,4,5,7,7,4,3,7,7,1,2,1,4,7,7,5,1,2,1,5,6,65,4.66667,5.16667,5.75,6.16667,5.56667,14,14,7,7
TR,USA,2,40,5,1,2,1,1,2,1,6,6,6,2,6,6,6,3,6,7,7,4,4,4,5,5,4,5,5,6,1,4,3,3,7,4,4,6,6,7,3,7,7,7,7,7,1,7,4,3,5,5,5,7,5,5,5,5,5,4,4,6,3,6,6,6,6,66.25,4.83333,4.83333,5,4.5,5,20,17,12,12
TR,USA,2,38,6,1,2,1,1,9,6,2,6,6,6,6,6,6,6,6,7,7,7,4,7,4,7,7,7,7,7,7,6,7,7,6,7,3,7,7,5,6,7,7,6,7,7,7,2,7,6,7,7,7,7,6,2,4,4,4,6,6,6,3,4,4,6,6,66.25,6.33333,6.16667,6.25,6.66667,6.43333,18,17,10,10
TR,USA,2,43,6,3,6,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,4,4,7,7,6,7,7,6,7,6,1,3,6,7,3,4,6,7,7,6,6,7,7,7,6,7,6,4,7,7,7,7,66.25,6.16667,5.83333,6.875,4.16667,5.96667,25,25,14,14
TR,USA,2,56,5,4,9,1,1,9,6,6,6,6,9,6,6,6,6,6,7,6,7,6,6,6,7,2,3,6,5,6,3,7,7,7,4,4,5,5,6,6,5,4,6,4,4,6,2,3,4,4,4,6,5,6,5,6,5,5,6,7,4,4,3,3,6,7,66.25,4.5,5.5,5,4.83333,4.86667,20,22,9,10
TR,USA,2,36,6,1,2,1,1,2,6,6,6,6,6,6,6,6,6,6,5,7,4,3,6,6,4,4,6,6,6,5,7,7,4,6,4,4,7,7,3,5,4,6,5,5,4,4,3,5,5,6,5,6,6,4,5,6,6,6,3,6,5,1,5,5,5,6,67.5,4.83333,4.83333,5,5,5.1,19,19,10,11
TR,USA,2,45,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,4,7,7,7,7,7,7,6,6,7,4,7,7,6,6,4,7,7,7,3,7,6,7,7,5,5,2,6,6,4,5,5,5,5,2,4,5,5,5,5,6,3,5,5,5,5,67.5,5.83333,5.66667,5.625,5.66667,5.76667,18,17,10,10
TR,USA,2,45,6,1,2,1,1,9,3,6,6,6,3,6,6,6,3,6,7,7,5,5,5,5,4,6,4,5,7,5,5,6,5,2,5,4,7,6,5,6,6,5,5,4,5,4,4,4,4,5,3,5,6,2,6,6,6,6,6,6,4,6,6,6,6,6,68.75,4.5,4.33333,5.5,4.33333,4.8,22,24,12,12
TR,USA,2,35,6,1,3,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,4,7,7,7,2,4,6,7,7,4,7,7,7,6,6,3,7,6,6,6,7,6,7,7,7,6,2,5,6,6,6,6,6,7,5,5,6,7,5,5,5,5,5,5,5,5,68.75,5.83333,6.66667,5.125,5.83333,5.83333,21,22,10,10
TR,USA,2,54,5,1,3,1,1,9,6,6,6,6,6,6,6,6,3,6,6,7,6,6,6,6,3,2,1,1,1,1,3,3,7,2,6,4,7,1,7,2,7,3,1,1,4,3,7,3,3,3,2,7,3,1,7,7,6,7,6,7,6,3,6,6,7,7,72.5,3,2.66667,4.75,3.16667,3.3,25,24,13,13
