Nationality,Residence,Q4,Q5,Q6,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q19_12,Q19_13,Q19_14,Q19_15,Q19_16,Q19_17,Q19_18,Q19_19,Q19_20,Q19_21,Q19_22,Q19_23,Q19_24,Q19_25,Q19_26,Q19_27,Q19_28,Q19_29,Q19_30,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Lextale,Wellbeing,Selfcontrol,Emotionality,Sociability,TEIQue,TVReactionsEN,TVReactionsTR,SocialMediaEN,SocialMediaTR
TR,USA,2,49,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,5,6,7,6,7,6,6,7,7,6,5,2,7,7,7,6,6,7,7,7,6,5,2,7,5,7,7,7,7,6,5,4,7,7,7,7,7,4,4,7,7,7,72.5,6.16667,6.16667,5.75,5.83333,6.1,26,22,11,14
TR,USA,2,28,5,4,12,1,1,2,6,6,6,6,6,6,6,6,2,6,7,4,7,1,5,5,5,5,7,3,7,7,6,6,7,7,1,7,7,7,2,7,7,7,4,7,7,6,6,7,7,7,7,7,7,7,5,7,6,7,7,7,7,2,6,7,7,7,72.5,7,4.66667,6.25,6,6.13333,25,23,13,14
TR,USA,2,39,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,6,7,7,5,5,7,6,7,7,7,7,5,7,6,7,4,7,7,7,7,7,4,7,6,2,4,7,3,6,6,7,7,3,5,6,5,5,6,6,6,1,6,6,6,6,75,6.5,4.83333,5.75,5.83333,5.9,22,18,12,12
TR,USA,2,36,5,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,3,7,6,2,7,6,7,7,5,6,7,4,6,6,7,2,6,6,7,6,5,7,5,5,4,5,6,7,6,6,7,2,7,7,6,7,5,7,7,7,6,7,6,7,75,6.33333,4.83333,5.5,5.83333,5.6,25,28,12,14
TR,USA,2,54,5,1,1,1,1,9,3,6,6,6,6,6,6,6,6,6,7,6,4,2,7,6,6,7,7,6,7,6,7,6,7,6,6,7,7,7,6,4,7,7,6,7,6,7,4,7,3,7,7,7,7,2,2,4,4,4,4,4,2,2,4,4,4,6,75,7,5.66667,6,5.66667,6.2,12,14,8,10
TR,USA,2,53,4,2,11,1,1,9,3,6,6,6,2,6,6,6,6,6,5,7,7,5,3,5,6,7,5,6,7,7,6,7,7,6,6,5,6,6,4,6,7,6,5,7,7,5,5,6,2,6,6,7,5,1,5,6,4,5,3,5,6,3,3,3,3,4,75,6.33333,4.5,6.375,5.66667,5.73333,18,19,6,7
TR,USA,2,43,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,4,6,7,2,7,7,6,5,7,7,6,7,6,2,6,2,7,7,6,5,6,6,4,6,6,3,6,6,6,6,7,7,6,5,5,7,6,7,6,7,6,4,7,7,7,7,75,5.66667,4.83333,6.5,5.5,5.76667,23,25,14,14
TR,USA,2,37,5,3,12,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,5,6,6,5,7,7,1,7,7,1,6,7,6,1,6,1,7,3,3,7,7,2,3,7,4,5,3,1,7,7,7,7,7,7,7,7,5,4,7,7,7,7,76.25,6.33333,4,4.5,5,4.83333,26,25,14,14
TR,USA,2,63,1,4,8,2,1,2,6,6,6,6,6,6,6,6,6,6,6,7,6,4,7,6,7,6,6,1,7,6,3,7,7,2,6,4,7,7,6,7,7,3,5,6,4,4,1,4,2,6,6,7,7,2,6,7,7,7,7,7,6,4,6,6,7,7,76.25,5.66667,3.5,6.125,4.33333,5.1,26,25,13,13
TR,USA,2,41,6,4,9,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,7,4,7,5,7,6,5,6,7,5,6,6,4,5,2,4,7,6,5,6,5,6,6,6,5,6,5,4,4,3,6,6,6,6,5,6,6,6,7,7,5,2,6,6,6,6,77.5,5.16667,5.83333,6,4,5.36667,23,21,12,12
TR,USA,2,36,6,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,4,7,7,5,7,4,7,7,4,7,7,7,4,7,2,7,7,7,7,7,4,7,7,7,3,7,7,2,7,7,7,7,7,5,7,6,6,5,7,7,3,7,7,6,7,77.5,6.16667,6.33333,6.75,5.16667,6.06667,23,23,13,14
TR,USA,2,49,6,3,11,1,1,9,6,6,6,6,6,6,6,3,6,6,5,4,7,1,7,2,3,6,5,7,7,4,6,7,5,4,6,4,3,7,6,3,6,7,6,7,1,7,6,6,4,5,5,5,5,6,6,6,4,2,3,5,5,3,3,3,4,4,77.5,5.66667,6.33333,4.875,4,5.3,18,16,7,7
TR,USA,2,46,6,1,1,1,9,9,6,3,6,6,6,6,6,6,6,6,7,7,5,4,7,7,7,6,7,3,6,7,2,6,6,4,4,6,7,7,6,2,6,3,5,6,5,3,5,5,2,4,5,6,7,5,6,7,7,7,7,7,5,3,6,7,6,7,77.5,5.66667,4,5.625,4.33333,5.1,25,24,12,14
TR,USA,2,44,5,3,12,1,1,9,6,6,6,6,6,6,6,6,3,6,6,3,6,2,6,2,4,4,5,5,7,7,3,1,7,5,5,1,7,5,7,3,7,2,4,7,7,4,5,7,4,4,4,4,6,7,5,6,7,6,7,7,6,4,4,5,7,7,77.5,5.5,5,4.375,5.33333,4.93333,25,23,11,12
TR,USA,2,49,5,2,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,3,3,7,7,6,6,6,2,4,2,2,1,3,2,1,5,7,1,1,7,7,4,1,5,2,6,5,5,4,6,1,2,1,1,7,7,7,7,5,7,5,2,7,7,5,7,78.75,3.83333,2.16667,5.125,2.83333,3.53333,24,23,12,14
TR,USA,2,43,6,1,11,1,1,9,3,6,6,6,6,6,6,6,6,6,7,3,7,1,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,5,4,7,4,6,7,7,7,5,5,5,7,7,7,7,7,4,5,5,7,7,78.75,7,6,6.625,6.33333,6.56667,26,23,12,12
TR,USA,2,32,6,4,7,2,1,9,6,6,6,6,6,6,6,6,9,6,5,7,5,1,4,5,7,3,6,3,7,3,6,6,4,5,5,4,4,5,3,5,5,6,2,6,5,3,3,5,5,6,6,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,80,5.33333,3.66667,4.5,4.83333,4.7,16,16,8,8
TR,USA,2,33,6,2,7,1,1,9,6,6,6,6,6,6,6,6,2,6,7,7,5,5,7,7,5,3,5,3,4,5,6,6,7,5,5,4,7,7,3,7,5,5,3,4,5,3,7,5,6,5,5,4,5,1,5,7,7,7,5,7,5,2,6,6,6,6,80,4.83333,3.16667,5.5,5.16667,4.83333,22,23,12,12
TR,USA,2,70,4,2,4,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,5,4,4,1,7,3,6,7,7,5,3,7,2,2,6,6,6,7,6,7,5,6,6,6,6,2,6,6,7,3,6,7,7,7,7,7,6,6,6,6,6,6,80,6.66667,4.66667,5.25,4,5.13333,26,27,12,12
TR,USA,2,38,6,1,3,2,1,9,6,9,6,6,6,6,6,6,3,6,7,7,7,6,7,5,6,6,6,6,6,7,4,6,7,7,6,6,7,7,5,6,3,6,6,6,5,4,4,6,6,3,6,6,6,3,3,2,5,5,7,7,5,3,5,5,6,6,80,6.16667,4.66667,5.5,5.66667,5.6,20,17,11,11
TR,USA,2,39,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,3,7,4,7,4,7,2,6,6,5,6,6,5,4,4,4,6,4,5,6,6,5,6,5,6,5,7,2,6,4,5,6,6,6,6,4,2,6,4,6,6,7,7,4,4,7,7,7,7,80,5.5,4.66667,5.375,4.83333,5.13333,23,21,14,14
TR,USA,2,43,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,7,6,6,7,7,7,4,6,6,6,7,4,3,7,7,7,7,5,7,6,7,4,5,6,6,3,5,6,7,7,7,7,7,7,7,5,5,5,5,7,7,6,6,80,5.83333,6.33333,6.25,4.5,5.93333,24,24,13,13
TR,USA,2,52,6,4,8,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,3,7,7,6,7,7,6,7,7,7,7,5,7,7,7,7,6,6,7,7,1,7,3,2,7,4,6,7,7,7,4,4,6,6,2,7,2,4,1,4,3,6,3,80,6,5.83333,6.125,5.83333,6.06667,21,11,10,6
TR,USA,2,43,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,4,5,3,7,7,5,5,5,6,6,5,4,6,5,6,3,5,6,5,5,5,4,5,2,5,3,6,4,5,7,5,4,5,6,3,4,5,2,3,4,5,2,1,3,2,4,6,80,5,4.33333,5,4.83333,4.86667,12,14,7,8
TR,USA,1,34,6,1,2,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,7,4,6,3,7,7,7,6,7,6,3,7,6,3,7,6,3,5,5,6,6,7,6,7,5,4,7,6,2,5,7,6,6,6,6,5,3,3,4,5,4,80,4.5,4.83333,6.75,6.33333,5.56667,22,22,8,8
TR,USA,2,39,5,4,9,1,1,9,2,3,6,6,6,6,6,6,6,6,7,7,7,3,7,7,7,4,7,7,7,7,3,7,7,7,6,4,7,7,6,7,6,6,5,6,6,3,6,7,3,4,6,7,7,6,5,5,7,7,7,7,7,1,7,7,7,7,80,6.16667,5,6.375,5.5,5.93333,26,20,14,14
TR,USA,2,45,6,2,3,1,1,9,3,3,6,6,6,6,6,6,6,6,6,7,6,7,7,7,4,5,4,5,3,4,4,3,5,4,3,4,4,4,3,3,4,3,4,4,3,4,3,5,3,4,4,4,5,4,2,5,4,5,4,6,4,3,4,5,4,5,81.25,4.16667,4,3.75,3.5,3.86667,14,19,8,10
TR,USA,2,36,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,6,3,6,6,5,6,4,5,5,6,5,6,7,5,2,6,6,4,5,7,6,6,6,5,3,3,6,6,6,6,6,7,5,4,6,7,7,7,7,7,6,3,7,7,6,6,81.25,5.83333,4.66667,6.125,4.66667,5.3,26,24,13,13
TR,USA,2,70,5,4,8,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,4,7,4,7,7,7,6,7,7,6,3,7,7,7,7,5,7,5,7,7,1,4,2,7,5,6,7,7,7,7,4,6,4,4,5,6,5,5,4,4,6,6,81.25,7,6.33333,5.75,4.66667,5.9,18,21,10,10
TR,USA,2,55,5,1,1,1,1,9,6,9,6,6,6,6,6,6,6,6,7,7,7,1,7,7,4,7,6,7,7,7,4,7,7,7,6,7,7,6,7,7,7,4,7,7,7,5,6,7,4,7,7,7,7,7,2,5,6,2,7,7,5,2,3,3,7,7,81.25,7,6.16667,6.5,6.33333,6.4,20,16,10,10
TR,USA,2,44,6,3,1,1,1,9,6,6,6,6,3,6,6,6,6,6,7,7,7,2,7,2,7,7,5,6,7,7,4,6,7,6,6,7,7,6,2,6,7,4,5,6,2,6,4,7,3,6,6,7,6,5,4,4,7,5,7,7,6,2,6,6,7,7,82.5,6.66667,4.66667,6.375,5,5.66667,24,18,13,13
TR,USA,2,34,5,4,6,1,1,9,6,6,6,6,6,6,6,6,6,6,7,6,7,3,7,3,5,4,6,5,6,5,4,6,6,5,5,4,3,4,6,3,5,5,6,6,4,3,6,6,5,4,6,6,6,6,5,5,6,6,6,5,6,3,6,6,6,6,82.5,5.66667,5,4.75,4.66667,5.03333,23,19,12,12
TR,USA,2,32,6,1,11,1,1,9,6,6,6,6,6,6,6,6,6,6,6,7,5,4,5,4,6,5,2,5,6,5,6,6,5,5,6,5,5,5,4,7,6,6,5,5,4,5,6,5,4,5,6,5,5,3,6,5,4,5,6,7,6,3,6,6,6,5,82.5,5.33333,4.66667,5.75,4.83333,5.1,22,20,12,11
TR,USA,2,37,6,1,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,3,7,7,6,7,7,6,7,6,4,6,6,6,5,4,7,6,6,6,6,6,6,6,4,4,4,6,3,4,6,5,6,4,7,7,7,7,7,7,7,4,7,7,7,7,82.5,5.83333,5,5.875,4.66667,5.5,28,25,14,14
TR,USA,2,40,6,3,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,2,5,3,7,7,7,5,6,6,6,7,7,7,3,6,4,6,5,7,7,7,6,6,5,7,5,4,6,5,6,6,5,3,6,5,7,7,6,2,5,2,5,5,7,7,83.75,5.83333,5.33333,6.25,5.33333,5.8,24,16,12,12
TR,USA,2,52,6,4,9,1,1,9,6,9,6,6,3,6,6,6,9,6,7,7,7,2,7,7,7,6,5,6,2,6,6,4,2,5,3,4,6,6,5,6,4,6,4,6,6,4,2,6,5,2,6,6,6,3,4,5,6,6,6,6,6,6,6,6,6,6,83.75,4.33333,4.66667,5.125,4.5,4.83333,22,23,12,12
TR,USA,2,60,5,2,4,1,1,9,6,6,3,6,6,6,6,6,3,6,7,7,7,6,7,6,7,2,7,5,7,6,3,7,6,3,6,3,5,7,6,5,5,5,3,6,5,3,4,6,4,4,6,3,6,6,5,6,6,7,6,6,4,3,6,5,5,7,83.75,5.66667,4.33333,4.75,4.66667,5.03333,21,22,11,12
TR,USA,2,37,5,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,3,7,1,7,7,7,7,4,6,6,5,5,7,7,3,4,7,7,7,5,7,7,4,7,7,4,6,4,5,3,4,7,7,5,5,4,7,3,5,7,7,4,2,4,4,7,7,85,6.5,5.66667,6.625,3.83333,5.63333,18,21,11,11
TR,USA,2,33,6,1,4,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,5,6,5,6,6,5,5,5,5,5,3,6,6,6,6,6,6,5,6,5,5,5,5,6,5,5,5,5,6,4,4,4,4,4,5,5,2,4,4,5,5,85,5,5.33333,5.5,5.33333,5.36667,17,15,9,9
TR,USA,2,55,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,3,7,7,6,3,5,5,3,5,6,7,7,5,5,4,6,7,4,7,5,5,5,7,3,6,7,7,6,5,6,6,1,4,7,7,7,7,5,7,6,6,5,4,7,7,85,5.66667,5,5.875,4.83333,5.26667,25,27,12,11
TR,USA,2,38,6,3,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,6,7,7,7,7,7,6,6,6,4,7,7,6,5,7,7,5,5,7,7,6,5,5,5,5,7,5,6,6,5,6,4,4,3,4,3,5,4,5,5,3,3,4,4,5,86.25,5.83333,4.83333,6.875,5.66667,5.83333,15,17,7,9
TR,USA,2,54,5,2,2,1,1,9,3,6,6,6,6,6,6,6,6,6,7,3,7,1,7,3,4,7,4,6,6,6,6,6,6,6,4,6,6,6,6,6,4,6,6,6,6,4,6,6,6,4,6,6,6,4,5,5,5,5,3,5,6,3,6,6,4,6,86.25,6,5.33333,5.625,5.33333,5.56667,19,18,10,12
TR,USA,2,50,6,1,1,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,2,7,1,5,5,4,4,6,5,4,5,5,4,4,4,5,6,3,7,4,4,4,5,4,5,3,4,4,3,5,7,5,4,4,4,5,3,5,3,4,4,4,4,5,4,87.5,4.83333,4,5.125,4,4.56667,18,14,9,8
TR,USA,2,39,6,3,2,1,1,9,6,3,6,6,6,6,6,6,3,6,7,7,7,3,7,7,7,7,6,5,7,7,6,5,6,6,6,6,7,7,7,6,7,5,7,7,7,6,6,6,4,4,7,7,7,3,5,6,6,7,7,7,7,2,7,7,7,7,87.5,6.5,5.66667,6.5,5.66667,6.13333,25,22,14,14
TR,USA,2,43,5,4,9,1,1,9,6,6,6,6,6,6,6,6,3,6,7,4,6,2,7,6,4,6,5,6,6,5,3,6,7,6,4,4,4,7,6,7,4,6,7,7,4,4,4,4,4,4,4,6,4,4,3,5,6,4,7,4,5,3,6,4,6,4,87.5,5.33333,5,5.125,4.5,5.06667,21,16,12,8
TR,USA,2,39,6,1,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,4,6,6,3,5,6,5,6,2,6,5,4,5,6,6,4,7,5,5,5,5,5,6,5,5,6,5,5,7,5,3,4,4,6,4,5,5,4,2,4,4,4,4,87.5,5.33333,4.83333,5.5,5,5.13333,19,15,8,8
TR,USA,2,47,6,1,2,1,1,9,6,6,6,6,6,6,6,6,6,3,7,5,7,2,7,3,5,7,6,6,6,6,4,6,6,6,6,5,6,7,6,6,6,6,6,5,5,6,5,6,5,5,5,6,6,4,6,6,7,6,7,7,4,4,7,6,7,7,88.75,5.5,5.33333,5.875,5.5,5.66667,24,23,14,13
TR,USA,2,37,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,7,7,7,5,4,6,5,7,6,5,7,5,7,7,7,6,7,6,4,5,6,4,6,5,4,7,6,4,6,7,4,7,7,7,7,7,7,4,2,4,5,5,5,88.75,5.33333,5.33333,6.375,5.66667,5.73333,25,23,9,10
TR,USA,2,44,5,3,4,2,1,9,6,3,6,6,6,6,6,6,6,6,7,4,5,3,7,4,6,7,4,5,7,7,6,7,6,6,6,5,7,6,6,7,6,5,5,6,6,6,3,6,6,6,4,7,6,4,4,4,5,5,4,4,3,3,4,4,4,4,88.75,5.66667,5.33333,6.25,6.16667,5.8,16,16,8,8
TR,USA,2,48,6,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,2,7,7,5,7,7,7,7,7,6,7,7,4,7,6,7,7,5,6,7,3,7,7,7,7,4,7,4,7,7,7,7,3,4,7,5,5,7,7,3,1,4,6,7,7,88.75,6.83333,5.83333,6.25,6,6.2,19,20,11,13
TR,USA,2,49,5,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,7,3,6,6,4,6,5,7,6,7,6,7,7,7,7,6,6,7,6,6,5,3,6,2,5,6,2,6,7,6,5,5,6,6,6,7,7,5,4,4,4,6,6,90,6,5.66667,5.5,4.83333,5.6,23,23,10,10
TR,USA,2,54,5,1,2,1,1,9,3,6,6,6,6,6,6,6,6,6,7,6,7,1,7,3,5,6,6,6,7,6,5,7,7,3,3,7,7,6,6,7,6,2,7,7,3,6,5,6,3,4,6,6,6,7,2,2,6,6,5,6,3,3,4,5,6,6,90,6.66667,6.16667,6.125,3.66667,5.6,16,17,10,11
TR,USA,2,46,6,2,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,7,6,6,5,7,6,4,3,7,5,4,6,7,7,7,7,6,7,6,7,6,5,3,5,5,2,7,6,6,6,6,5,3,6,6,6,4,6,2,5,5,5,5,90,5.83333,5.5,6.25,4.66667,5.66667,23,15,10,10
TR,USA,2,47,5,4,9,1,1,2,6,6,6,6,6,6,6,6,6,6,6,3,7,5,7,7,7,7,7,7,7,7,7,1,7,7,1,1,7,7,7,7,7,1,7,7,7,1,7,7,1,1,7,7,7,7,4,4,7,7,7,7,1,2,7,7,7,7,90,6,6,6.25,4,5.6,19,20,14,14
TR,USA,2,51,5,2,3,2,1,9,6,3,6,6,3,6,6,6,6,6,7,6,7,1,7,2,7,6,7,5,6,7,6,2,7,6,6,6,7,6,6,6,6,7,7,7,5,5,5,6,5,6,7,6,7,3,1,1,1,1,7,4,7,1,1,1,7,1,91.25,6.5,5.33333,5.625,5.83333,5.93333,16,7,8,2
TR,USA,2,46,5,1,11,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,5,7,6,3,5,4,4,7,6,3,5,5,3,7,6,5,7,5,4,5,4,5,2,5,3,4,6,6,6,2,6,6,6,6,6,6,5,3,6,6,6,6,92.5,5.33333,4,5.25,3.83333,4.83333,23,21,12,12
TR,USA,2,45,5,1,2,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,5,7,7,4,7,6,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,4,7,5,2,7,7,7,7,7,7,7,7,7,7,6,3,6,6,7,7,92.5,6.83333,7,6,5.83333,6.43333,27,24,13,13
TR,USA,2,43,6,1,1,1,1,9,6,3,6,6,6,3,6,6,3,6,7,7,7,5,7,7,7,7,7,6,7,7,4,7,7,7,5,3,7,7,7,1,7,7,7,7,7,6,6,7,5,1,7,7,7,4,6,6,6,7,7,7,6,7,6,7,7,7,92.5,6.33333,5.66667,6.125,5.33333,6.03333,25,27,13,14
TR,USA,2,50,5,3,2,1,1,9,3,6,6,6,6,6,6,6,6,6,5,5,7,3,7,6,7,7,5,6,5,4,5,7,6,4,3,5,7,7,5,7,4,5,6,5,3,6,5,6,5,4,5,6,6,3,4,7,6,3,6,6,6,3,5,7,4,7,92.5,5.33333,5.16667,6.25,3.83333,5.3,22,19,9,14
TR,USA,2,33,6,1,2,1,1,9,2,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,5,4,5,6,5,3,3,7,3,2,3,7,6,5,7,7,2,4,6,1,4,5,7,2,4,7,5,5,3,7,7,7,7,7,7,7,5,7,7,7,7,92.5,6,4,5.75,2.83333,4.66667,28,26,14,14
TR,USA,2,43,6,2,3,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,5,5,7,3,5,5,4,4,5,5,6,6,6,6,6,5,7,7,3,7,6,5,6,5,4,6,4,4,6,4,5,6,7,3,4,4,5,5,5,6,5,3,5,5,5,6,93.75,5,4.66667,5.75,5.16667,5.26667,19,18,10,11
TR,USA,2,50,4,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,4,7,6,7,7,7,6,7,7,4,4,7,7,7,1,1,7,7,7,7,4,4,7,7,6,6,5,6,6,6,7,7,7,7,7,7,4,4,5,5,7,7,93.75,6.66667,5.16667,5.75,5.16667,5.8,25,25,12,12
TR,USA,2,44,6,1,2,1,1,9,6,9,6,6,6,6,6,6,6,6,7,7,7,6,7,7,7,6,4,5,5,4,3,6,4,5,4,5,6,5,4,7,7,6,4,5,5,4,5,4,5,5,4,7,4,3,4,4,5,5,5,5,4,3,4,4,5,6,93.75,4.5,3.83333,6.375,4.66667,4.93333,18,17,9,10
TR,USA,2,29,6,1,7,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,1,7,7,7,5,7,6,7,6,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,3,3,7,6,3,7,7,7,5,2,6,3,6,7,7,7,1,6,6,6,7,93.75,7,5.66667,6.25,5.83333,6.3,19,20,12,13
TR,USA,2,31,6,1,3,1,1,9,6,3,6,6,6,6,6,6,3,6,7,7,7,7,7,7,4,4,5,5,5,4,4,5,5,5,4,5,5,5,3,5,3,6,3,5,4,4,3,4,5,5,4,5,5,4,4,5,5,5,5,6,4,3,4,5,5,5,93.75,4.66667,3.83333,4.25,4.5,4.43333,18,19,9,10
TR,USA,2,44,6,1,1,1,1,9,3,3,6,6,2,6,3,6,9,6,7,5,7,2,7,7,5,6,4,2,3,6,5,5,5,3,2,2,5,6,6,2,5,2,6,4,4,2,3,4,2,2,3,2,6,2,4,4,5,6,5,5,5,4,4,4,4,4,95,3.5,3.83333,4.125,3.16667,3.8,19,19,8,8
TR,USA,2,46,6,1,1,1,1,1,6,3,6,6,6,6,6,6,6,6,7,6,7,1,7,4,7,3,7,5,5,6,6,7,6,4,6,7,7,6,6,2,5,6,4,6,4,4,6,5,3,6,6,3,4,4,5,6,5,5,6,6,5,5,5,5,6,6,95,5.83333,4.83333,5,4.83333,5.2,21,22,11,11
TR,USA,2,45,5,4,8,1,1,9,3,6,6,6,6,6,6,6,6,6,7,7,7,1,7,7,6,7,4,3,6,3,6,6,6,5,4,4,7,7,4,6,6,4,4,5,3,3,5,6,6,5,5,7,6,4,4,5,5,5,6,3,6,2,6,6,7,4,95,5.33333,4,6.25,4.33333,5.1,21,15,13,10
TR,USA,2,42,5,2,11,1,1,9,6,6,6,6,6,6,6,6,6,6,5,7,5,5,6,5,2,6,4,7,3,5,5,6,7,3,5,5,7,7,5,3,6,3,6,4,2,4,5,4,2,7,3,3,2,1,3,5,7,7,6,6,5,4,5,5,6,6,95,4.33333,4.66667,4.75,4,4.4,21,22,11,11
TR,USA,2,53,5,4,9,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,7,3,7,3,6,5,6,5,5,6,5,7,6,7,6,7,7,7,6,5,6,5,6,3,6,5,6,6,5,7,3,7,6,3,7,7,3,3,7,7,3,3,7,7,7,7,95,5,5,6.125,6.16667,5.66667,20,20,14,14
TR,USA,2,43,6,1,2,1,1,9,6,3,6,6,6,6,6,6,6,6,7,7,7,2,3,2,4,7,7,3,6,6,4,6,7,4,7,2,7,6,4,5,6,7,3,6,5,2,5,6,6,5,5,6,6,4,3,6,7,7,7,7,4,1,5,5,7,7,95,5.33333,3.33333,5.75,5.5,5.23333,21,21,12,12
TR,USA,2,45,5,1,1,1,1,1,6,3,6,6,6,6,6,6,3,6,7,4,7,7,7,7,7,7,7,7,7,7,4,7,7,5,5,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,5,7,4,7,7,6,7,4,6,6,5,1,2,7,7,95,6.66667,6,6.75,6.33333,6.53333,23,25,8,9
TR,USA,2,51,6,3,11,1,1,9,6,3,3,6,6,6,6,6,6,6,7,5,7,5,7,5,5,5,6,6,7,7,6,7,7,7,4,7,7,7,7,7,6,7,6,7,4,6,4,7,7,6,7,7,7,1,4,5,4,5,6,7,1,1,2,3,6,7,96.25,7,5.33333,6,5.83333,6.13333,15,18,8,10
TR,USA,2,45,3,1,4,1,1,2,6,6,6,6,6,6,6,6,6,6,7,7,7,7,4,7,4,4,6,4,5,5,4,4,6,5,5,6,5,5,4,6,3,5,4,5,5,5,4,5,6,4,5,3,5,3,4,5,5,6,5,5,5,4,4,4,4,5,96.25,5.33333,4,4.125,5,4.66667,19,20,8,9
TR,USA,2,47,2,3,2,1,1,9,6,3,6,6,6,6,6,6,3,6,7,7,7,7,7,7,5,2,6,3,6,7,3,4,7,4,5,3,4,4,4,3,4,5,5,7,6,3,7,5,4,4,4,4,6,4,7,7,7,7,7,7,7,2,7,6,7,7,96.25,5.33333,3.66667,4.125,5,4.6,28,23,14,13
TR,USA,2,36,5,4,7,1,1,9,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,7,5,6,6,6,7,6,3,7,7,7,5,7,7,5,5,7,5,6,6,7,7,6,4,7,6,7,7,7,5,2,5,5,5,5,7,7,4,4,4,4,5,5,96.25,7,4.66667,6,6.33333,5.93333,21,21,9,9
